order_item_id,order_id,product_id,quantity,unit_price,total_price
222,75,140,2,1343.12,2686.24
223,75,56,3,125.27,375.81
224,75,109,1,155.79,155.79
225,75,27,4,547.2,2188.8
226,76,90,1,1853.77,1853.77
227,76,23,2,746.66,1493.32
228,76,113,2,1091.0,2182.0
229,77,90,2,1853.77,3707.54
230,77,110,1,537.75,537.75
231,77,43,3,1885.44,5656.32
232,77,36,3,1173.33,3519.99
233,77,53,2,11.14,22.28
234,78,75,1,1321.38,1321.38
235,78,147,2,565.46,1130.92
236,78,69,4,144.13,576.52
237,79,71,2,564.17,1128.34
238,80,64,3,1800.23,5400.69
239,80,38,2,992.1,1984.2
240,81,126,4,889.25,3557.0
241,81,37,4,730.37,2921.48
242,81,148,4,1362.24,5448.96
243,81,69,1,144.13,144.13
244,82,104,3,1342.75,4028.25
245,83,117,1,1757.47,1757.47
246,83,125,1,1959.8,1959.8
247,83,84,4,110.67,442.68
248,84,17,2,1108.56,2217.12
249,84,137,4,333.38,1333.52
250,84,102,2,173.15,346.3
251,85,69,2,144.13,288.26
252,85,83,4,1617.96,6471.84
253,85,73,3,950.62,2851.86
254,85,87,1,818.76,818.76
255,86,26,4,497.17,1988.68
256,87,32,2,1314.32,2628.64
257,88,117,2,1757.47,3514.94
258,88,1,3,1282.46,3847.38
259,88,110,2,537.75,1075.5
260,88,52,3,1907.46,5722.38
261,89,93,3,600.45,1801.35
262,90,96,2,958.81,1917.62
263,91,102,3,173.15,519.45
264,92,110,1,537.75,537.75
265,92,24,1,541.29,541.29
266,93,123,2,1272.23,2544.46
267,93,20,2,463.52,927.04
268,94,114,2,1967.87,3935.74
269,94,3,4,1475.58,5902.32
270,94,88,1,1730.65,1730.65
271,94,31,2,1886.39,3772.78
272,94,109,4,155.79,623.16
273,95,27,1,547.2,547.2
274,96,95,4,634.07,2536.28
275,96,77,2,1310.38,2620.76
276,96,36,2,1173.33,2346.66
277,97,136,1,317.56,317.56
278,98,43,4,1885.44,7541.76
279,98,113,4,1091.0,4364.0
280,98,90,2,1853.77,3707.54
281,98,55,1,1970.79,1970.79
282,98,39,1,228.2,228.2
283,99,32,3,1314.32,3942.96
284,99,99,4,145.24,580.96
285,100,36,1,1173.33,1173.33
286,100,64,2,1800.23,3600.46
287,100,71,3,564.17,1692.51
288,101,78,2,811.22,1622.44
289,102,131,2,93.24,186.48
290,102,49,4,221.76,887.04
291,102,101,4,1162.05,4648.2
292,102,76,1,828.09,828.09
293,102,14,2,694.47,1388.94
294,103,19,3,1412.1,4236.3
295,103,136,2,317.56,635.12
296,103,4,4,1185.08,4740.32
297,103,93,4,600.45,2401.8
298,104,140,1,1343.12,1343.12
299,104,45,1,1285.51,1285.51
300,104,121,1,1272.13,1272.13
301,105,68,2,1418.6,2837.2
302,106,16,4,258.4,1033.6
303,107,74,1,820.05,820.05
304,107,129,2,81.7,163.4
305,107,107,3,1858.75,5576.25
306,107,109,1,155.79,155.79
307,107,103,3,1050.34,3151.02
308,108,131,2,93.24,186.48
309,109,138,4,830.47,3321.88
310,109,84,1,110.67,110.67
311,110,112,2,577.12,1154.24
312,110,62,1,1858.54,1858.54
313,110,15,4,96.47,385.88
314,111,117,1,1757.47,1757.47
315,112,45,2,1285.51,2571.02
316,112,31,1,1886.39,1886.39
317,112,4,2,1185.08,2370.16
318,113,89,2,764.16,1528.32
319,113,134,3,214.56,643.68
320,113,133,2,722.04,1444.08
321,113,67,3,1181.0,3543.0
322,114,8,3,448.68,1346.04
323,115,70,1,667.55,667.55
324,115,135,4,1750.68,7002.72
325,115,17,4,1108.56,4434.24
326,115,68,3,1418.6,4255.8
327,116,128,2,1767.38,3534.76
328,117,41,1,775.69,775.69
329,117,66,2,51.86,103.72
330,117,27,1,547.2,547.2
331,118,4,2,1185.08,2370.16
332,119,121,3,1272.13,3816.39
333,120,39,4,228.2,912.8
334,120,46,2,875.18,1750.36
335,120,10,3,1613.58,4840.74
336,120,142,2,1745.61,3491.22
337,121,82,3,507.11,1521.33
338,121,70,1,667.55,667.55
339,121,20,1,463.52,463.52
340,121,147,2,565.46,1130.92
341,122,133,4,722.04,2888.16
342,122,12,1,1529.35,1529.35
343,123,73,4,950.62,3802.48
344,123,80,1,388.52,388.52
345,123,84,3,110.67,332.01
346,123,23,2,746.66,1493.32
347,124,145,4,57.09,228.36
348,124,78,3,811.22,2433.66
349,124,63,4,630.32,2521.28
350,125,140,2,1343.12,2686.24
351,125,63,1,630.32,630.32
352,126,7,1,1434.88,1434.88
353,126,60,3,1104.11,3312.33
354,126,139,1,1849.73,1849.73
355,126,89,4,764.16,3056.64
356,127,27,2,547.2,1094.4
357,127,53,4,11.14,44.56
358,127,136,4,317.56,1270.24
359,128,37,3,730.37,2191.11
360,129,12,2,1529.35,3058.7
361,130,106,1,1294.55,1294.55
362,130,96,2,958.81,1917.62
363,130,118,4,1780.53,7122.12
364,130,22,1,563.17,563.17
365,130,149,1,1879.08,1879.08
366,131,34,3,537.11,1611.33
367,131,61,4,1746.14,6984.56
368,131,75,3,1321.38,3964.14
369,131,67,3,1181.0,3543.0
370,132,70,2,667.55,1335.1
371,132,60,1,1104.11,1104.11
372,132,20,2,463.52,927.04
373,132,52,1,1907.46,1907.46
374,133,116,3,1864.19,5592.57
375,133,120,4,1438.05,5752.2
376,134,138,3,830.47,2491.41
377,135,116,4,1864.19,7456.76
378,135,79,3,1724.73,5174.19
379,136,24,2,541.29,1082.58
380,137,11,2,562.96,1125.92
381,137,56,1,125.27,125.27
382,137,84,2,110.67,221.34
383,138,102,3,173.15,519.45
384,138,132,3,1866.85,5600.55
385,138,13,2,766.06,1532.12
386,139,104,4,1342.75,5371.0
387,140,141,2,326.8,653.6
388,140,64,1,1800.23,1800.23
389,140,25,1,1273.61,1273.61
390,140,119,1,551.97,551.97
391,140,27,2,547.2,1094.4
392,141,51,3,314.15,942.45
393,141,103,1,1050.34,1050.34
394,142,67,4,1181.0,4724.0
395,142,20,2,463.52,927.04
396,142,6,1,1208.02,1208.02
397,142,17,3,1108.56,3325.68
398,142,51,1,314.15,314.15
399,143,119,1,551.97,551.97
400,144,147,4,565.46,2261.84
401,144,111,4,146.89,587.56
402,145,98,4,1704.17,6816.68
403,146,91,2,851.78,1703.56
404,146,55,3,1970.79,5912.37
405,147,115,2,1339.05,2678.1
406,147,39,3,228.2,684.6
407,147,9,4,1620.77,6483.08
408,148,141,3,326.8,980.4
409,148,123,4,1272.23,5088.92
410,148,16,2,258.4,516.8
411,148,23,4,746.66,2986.64
412,149,135,1,1750.68,1750.68
413,149,64,4,1800.23,7200.92
414,150,123,3,1272.23,3816.69
415,150,140,3,1343.12,4029.36
416,150,125,4,1959.8,7839.2
417,151,47,2,1908.09,3816.18
418,151,7,1,1434.88,1434.88
419,151,82,3,507.11,1521.33
420,152,121,3,1272.13,3816.39
421,153,60,3,1104.11,3312.33
422,153,41,1,775.69,775.69
423,153,26,2,497.17,994.34
424,153,64,4,1800.23,7200.92
425,153,62,3,1858.54,5575.62
426,154,46,3,875.18,2625.54
427,154,61,3,1746.14,5238.42
428,155,8,2,448.68,897.36
429,155,91,4,851.78,3407.12
430,155,146,3,663.24,1989.72
431,155,145,2,57.09,114.18
432,155,37,4,730.37,2921.48
433,156,24,1,541.29,541.29
434,157,57,4,166.73,666.92
435,157,6,1,1208.02,1208.02
436,158,52,2,1907.46,3814.92
437,158,34,3,537.11,1611.33
438,158,88,1,1730.65,1730.65
439,159,38,2,992.1,1984.2
440,160,135,3,1750.68,5252.04
441,161,96,4,958.81,3835.24
442,162,26,2,497.17,994.34
443,162,87,4,818.76,3275.04
444,162,78,4,811.22,3244.88
445,162,83,3,1617.96,4853.88
446,162,35,2,1127.12,2254.24
447,163,92,3,1439.63,4318.89
448,163,58,2,147.73,295.46
449,163,45,2,1285.51,2571.02
450,163,97,1,123.19,123.19
451,163,79,4,1724.73,6898.92
452,164,9,1,1620.77,1620.77
453,164,47,4,1908.09,7632.36
454,164,82,2,507.11,1014.22
455,164,57,3,166.73,500.19
456,164,145,1,57.09,57.09
457,165,89,2,764.16,1528.32
458,165,82,1,507.11,507.11
459,166,115,2,1339.05,2678.1
460,166,3,2,1475.58,2951.16
461,166,68,1,1418.6,1418.6
462,167,66,1,51.86,51.86
463,167,28,4,1372.38,5489.52
464,167,1,4,1282.46,5129.84
465,168,43,3,1885.44,5656.32
466,168,106,4,1294.55,5178.2
467,168,127,1,29.24,29.24
468,168,97,4,123.19,492.76
469,169,58,3,147.73,443.19
470,169,42,1,1062.94,1062.94
471,169,116,3,1864.19,5592.57
472,169,19,3,1412.1,4236.3
473,169,9,1,1620.77,1620.77
474,170,88,2,1730.65,3461.3
475,171,42,3,1062.94,3188.82
476,171,20,4,463.52,1854.08
477,171,141,1,326.8,326.8
478,171,24,4,541.29,2165.16
479,172,112,1,577.12,577.12
480,172,41,1,775.69,775.69
481,173,53,3,11.14,33.42
482,173,49,3,221.76,665.28
483,173,105,3,538.57,1615.71
484,174,25,4,1273.61,5094.44
485,174,13,4,766.06,3064.24
486,175,14,1,694.47,694.47
487,175,93,4,600.45,2401.8
488,176,76,4,828.09,3312.36
489,177,25,2,1273.61,2547.22
490,177,7,2,1434.88,2869.76
491,178,21,3,1712.08,5136.24
492,178,122,4,982.18,3928.72
493,178,30,4,542.8,2171.2
494,179,68,2,1418.6,2837.2
495,179,24,3,541.29,1623.87
496,179,140,4,1343.12,5372.48
497,179,100,3,248.57,745.71
498,180,115,3,1339.05,4017.15
499,180,12,4,1529.35,6117.4
500,181,68,1,1418.6,1418.6
501,181,58,2,147.73,295.46
502,181,69,1,144.13,144.13
503,181,145,1,57.09,57.09
504,182,139,1,1849.73,1849.73
505,182,106,4,1294.55,5178.2
506,182,59,4,260.26,1041.04
507,183,122,4,982.18,3928.72
508,183,147,1,565.46,565.46
509,183,61,2,1746.14,3492.28
510,183,77,1,1310.38,1310.38
511,183,21,4,1712.08,6848.32
512,184,43,2,1885.44,3770.88
513,184,55,2,1970.79,3941.58
514,185,109,1,155.79,155.79
515,186,52,1,1907.46,1907.46
516,186,38,1,992.1,992.1
517,186,67,4,1181.0,4724.0
518,186,82,4,507.11,2028.44
519,187,84,4,110.67,442.68
520,187,71,1,564.17,564.17
521,187,134,4,214.56,858.24
522,187,118,2,1780.53,3561.06
523,187,4,2,1185.08,2370.16
524,188,150,3,1941.1,5823.3
525,188,26,4,497.17,1988.68
526,188,28,3,1372.38,4117.14
527,188,145,4,57.09,228.36
528,188,74,4,820.05,3280.2
529,189,122,2,982.18,1964.36
530,189,10,4,1613.58,6454.32
531,189,45,1,1285.51,1285.51
532,189,71,4,564.17,2256.68
533,189,104,3,1342.75,4028.25
534,190,13,3,766.06,2298.18
535,190,122,3,982.18,2946.54
536,191,87,3,818.76,2456.28
537,192,72,2,1083.08,2166.16
538,192,126,2,889.25,1778.5
539,192,26,3,497.17,1491.51
540,193,83,2,1617.96,3235.92
541,193,69,4,144.13,576.52
542,193,107,2,1858.75,3717.5
543,193,23,4,746.66,2986.64
544,194,133,2,722.04,1444.08
545,194,96,1,958.81,958.81
546,194,15,3,96.47,289.41
547,194,132,4,1866.85,7467.4
548,195,135,1,1750.68,1750.68
549,195,146,2,663.24,1326.48
550,196,52,2,1907.46,3814.92
551,196,15,1,96.47,96.47
552,197,13,3,766.06,2298.18
553,197,93,4,600.45,2401.8
554,197,51,4,314.15,1256.6
555,197,71,1,564.17,564.17
556,198,62,3,1858.54,5575.62
557,199,115,3,1339.05,4017.15
558,199,46,3,875.18,2625.54
559,199,122,2,982.18,1964.36
560,199,142,3,1745.61,5236.83
561,200,73,1,950.62,950.62
562,201,13,2,766.06,1532.12
563,201,42,2,1062.94,2125.88
564,201,147,2,565.46,1130.92
565,201,55,3,1970.79,5912.37
566,202,132,2,1866.85,3733.7
567,202,6,2,1208.02,2416.04
568,202,3,1,1475.58,1475.58
569,202,122,2,982.18,1964.36
570,203,79,4,1724.73,6898.92
571,203,71,3,564.17,1692.51
572,203,109,4,155.79,623.16
573,204,56,4,125.27,501.08
574,204,120,1,1438.05,1438.05
575,204,78,1,811.22,811.22
576,205,96,4,958.81,3835.24
577,205,144,1,617.33,617.33
578,205,73,3,950.62,2851.86
579,205,77,3,1310.38,3931.14
580,205,28,3,1372.38,4117.14
581,206,67,2,1181.0,2362.0
582,206,77,2,1310.38,2620.76
583,206,49,1,221.76,221.76
584,207,104,3,1342.75,4028.25
585,207,82,3,507.11,1521.33
586,207,36,4,1173.33,4693.32
587,207,7,4,1434.88,5739.52
588,207,128,4,1767.38,7069.52
589,208,150,2,1941.1,3882.2
590,209,57,3,166.73,500.19
591,209,137,3,333.38,1000.14
592,209,122,2,982.18,1964.36
593,210,47,3,1908.09,5724.27
594,210,76,2,828.09,1656.18
595,210,25,3,1273.61,3820.83
596,210,121,1,1272.13,1272.13
597,210,33,2,1829.95,3659.9
598,211,58,3,147.73,443.19
599,211,79,3,1724.73,5174.19
600,211,108,3,921.99,2765.97
601,212,76,1,828.09,828.09
602,212,119,4,551.97,2207.88
603,212,31,2,1886.39,3772.78
604,212,121,1,1272.13,1272.13
605,212,14,4,694.47,2777.88
606,213,77,2,1310.38,2620.76
607,213,106,3,1294.55,3883.65
608,213,14,4,694.47,2777.88
609,213,39,4,228.2,912.8
610,213,36,2,1173.33,2346.66
611,214,47,3,1908.09,5724.27
612,214,21,2,1712.08,3424.16
613,214,125,3,1959.8,5879.4
614,215,2,4,557.31,2229.24
615,216,54,2,48.76,97.52
616,216,44,4,1770.73,7082.92
617,216,148,1,1362.24,1362.24
618,217,112,4,577.12,2308.48
619,217,110,4,537.75,2151.0
620,218,99,2,145.24,290.48
621,218,2,3,557.31,1671.93
622,218,10,1,1613.58,1613.58
623,218,137,3,333.38,1000.14
624,219,49,3,221.76,665.28
625,219,5,3,196.45,589.35
626,219,2,2,557.31,1114.62
627,219,64,1,1800.23,1800.23
628,219,58,4,147.73,590.92
629,220,79,3,1724.73,5174.19
630,220,43,4,1885.44,7541.76
631,220,17,3,1108.56,3325.68
632,220,12,4,1529.35,6117.4
633,220,77,2,1310.38,2620.76
634,221,126,2,889.25,1778.5
635,221,92,4,1439.63,5758.52
636,221,49,1,221.76,221.76
637,222,58,2,147.73,295.46
638,222,34,1,537.11,537.11
639,223,130,4,1109.52,4438.08
640,223,44,3,1770.73,5312.19
641,223,32,1,1314.32,1314.32
642,223,94,1,1474.12,1474.12
643,223,10,1,1613.58,1613.58
644,224,13,1,766.06,766.06
645,225,114,3,1967.87,5903.61
646,225,98,4,1704.17,6816.68
647,225,32,2,1314.32,2628.64
648,225,141,2,326.8,653.6
649,226,78,4,811.22,3244.88
650,227,134,3,214.56,643.68
651,228,36,3,1173.33,3519.99
652,228,108,1,921.99,921.99
653,228,27,1,547.2,547.2
654,228,131,4,93.24,372.96
655,228,31,2,1886.39,3772.78
656,229,52,3,1907.46,5722.38
657,229,68,2,1418.6,2837.2
658,229,134,1,214.56,214.56
659,229,92,4,1439.63,5758.52
660,229,105,2,538.57,1077.14
661,230,85,1,39.37,39.37
662,230,61,1,1746.14,1746.14
663,230,1,4,1282.46,5129.84
664,230,4,2,1185.08,2370.16
665,231,131,1,93.24,93.24
666,232,66,2,51.86,103.72
667,233,76,1,828.09,828.09
668,233,68,2,1418.6,2837.2
669,233,119,1,551.97,551.97
670,233,13,3,766.06,2298.18
671,234,81,1,849.54,849.54
672,234,110,1,537.75,537.75
673,234,30,1,542.8,542.8
674,235,44,3,1770.73,5312.19
675,235,85,4,39.37,157.48
676,236,69,1,144.13,144.13
677,236,24,4,541.29,2165.16
678,236,96,4,958.81,3835.24
679,236,88,4,1730.65,6922.6
680,236,47,3,1908.09,5724.27
681,237,123,2,1272.23,2544.46
682,237,108,1,921.99,921.99
683,237,43,2,1885.44,3770.88
684,237,29,1,1645.39,1645.39
685,238,124,4,17.06,68.24
686,238,146,3,663.24,1989.72
687,238,113,1,1091.0,1091.0
688,238,47,2,1908.09,3816.18
689,239,125,1,1959.8,1959.8
690,239,29,1,1645.39,1645.39
691,239,106,3,1294.55,3883.65
692,239,113,3,1091.0,3273.0
693,240,135,2,1750.68,3501.36
694,241,133,4,722.04,2888.16
695,241,134,2,214.56,429.12
696,241,25,4,1273.61,5094.44
697,242,99,1,145.24,145.24
698,242,39,1,228.2,228.2
699,242,143,2,407.15,814.3
700,243,121,3,1272.13,3816.39
701,243,127,2,29.24,58.48
702,243,43,3,1885.44,5656.32
703,243,20,3,463.52,1390.56
704,243,126,1,889.25,889.25
705,244,58,1,147.73,147.73
706,244,141,4,326.8,1307.2
707,244,97,4,123.19,492.76
708,244,104,4,1342.75,5371.0
709,244,61,1,1746.14,1746.14
710,245,115,1,1339.05,1339.05
711,245,81,1,849.54,849.54
712,245,31,4,1886.39,7545.56
713,245,128,4,1767.38,7069.52
714,246,143,1,407.15,407.15
715,247,78,2,811.22,1622.44
716,248,88,4,1730.65,6922.6
717,248,94,3,1474.12,4422.36
718,248,14,4,694.47,2777.88
719,248,58,3,147.73,443.19
720,249,30,3,542.8,1628.4
721,249,25,3,1273.61,3820.83
722,249,57,3,166.73,500.19
723,249,1,3,1282.46,3847.38
724,250,12,2,1529.35,3058.7
725,251,36,2,1173.33,2346.66
726,251,105,2,538.57,1077.14
727,251,28,1,1372.38,1372.38
728,251,66,4,51.86,207.44
729,252,118,3,1780.53,5341.59
730,252,49,1,221.76,221.76
731,253,12,2,1529.35,3058.7
732,253,32,4,1314.32,5257.28
733,253,116,1,1864.19,1864.19
734,253,118,1,1780.53,1780.53
735,254,111,2,146.89,293.78
736,254,150,2,1941.1,3882.2
737,254,124,1,17.06,17.06
738,254,131,4,93.24,372.96
739,254,46,3,875.18,2625.54
740,255,99,3,145.24,435.72
741,255,108,3,921.99,2765.97
742,255,64,4,1800.23,7200.92
743,255,71,2,564.17,1128.34
744,255,102,2,173.15,346.3
745,256,132,2,1866.85,3733.7
746,256,77,2,1310.38,2620.76
747,256,141,2,326.8,653.6
748,256,81,3,849.54,2548.62
749,257,34,3,537.11,1611.33
750,257,46,1,875.18,875.18
751,257,129,3,81.7,245.1
752,258,123,3,1272.23,3816.69
753,258,150,4,1941.1,7764.4
754,258,147,1,565.46,565.46
755,258,107,1,1858.75,1858.75
756,258,137,1,333.38,333.38
757,259,38,3,992.1,2976.3
758,259,14,2,694.47,1388.94
759,259,15,3,96.47,289.41
760,259,52,3,1907.46,5722.38
761,260,16,2,258.4,516.8
762,260,76,1,828.09,828.09
763,261,116,2,1864.19,3728.38
764,261,27,4,547.2,2188.8
765,261,144,2,617.33,1234.66
766,262,74,3,820.05,2460.15
767,262,13,1,766.06,766.06
768,262,98,1,1704.17,1704.17
769,262,100,3,248.57,745.71
770,262,107,2,1858.75,3717.5
771,263,114,2,1967.87,3935.74
772,263,58,3,147.73,443.19
773,263,95,4,634.07,2536.28
774,263,140,2,1343.12,2686.24
775,263,51,1,314.15,314.15
776,264,45,1,1285.51,1285.51
777,264,132,4,1866.85,7467.4
778,265,110,3,537.75,1613.25
779,266,68,1,1418.6,1418.6
780,266,34,3,537.11,1611.33
781,266,42,4,1062.94,4251.76
782,266,150,2,1941.1,3882.2
783,266,66,1,51.86,51.86
784,267,83,3,1617.96,4853.88
785,267,14,4,694.47,2777.88
786,268,141,2,326.8,653.6
787,268,92,2,1439.63,2879.26
788,268,19,1,1412.1,1412.1
789,268,82,2,507.11,1014.22
790,268,135,4,1750.68,7002.72
791,269,138,2,830.47,1660.94
792,269,104,3,1342.75,4028.25
793,269,24,3,541.29,1623.87
794,269,90,3,1853.77,5561.31
795,269,57,3,166.73,500.19
796,270,136,1,317.56,317.56
797,270,122,1,982.18,982.18
798,271,115,1,1339.05,1339.05
799,271,62,3,1858.54,5575.62
800,271,63,4,630.32,2521.28
801,272,99,3,145.24,435.72
802,273,73,4,950.62,3802.48
803,273,7,4,1434.88,5739.52
804,273,133,1,722.04,722.04
805,273,96,3,958.81,2876.43
806,273,132,2,1866.85,3733.7
807,274,132,2,1866.85,3733.7
808,274,22,1,563.17,563.17
809,274,25,1,1273.61,1273.61
810,275,55,1,1970.79,1970.79
811,275,109,2,155.79,311.58
812,276,112,3,577.12,1731.36
813,276,19,1,1412.1,1412.1
