order_id,customer_id,order_date,order_status
90,101,2025-01-02,Delivered
91,22,2025-01-20,Shipped
92,35,2025-02-25,Shipped
93,47,2026-04-12,Delivered
94,67,2025-03-05,Shipped
95,84,2026-02-11,Returned
96,117,2024-07-06,Cancelled
97,87,2025-12-25,Shipped
98,72,2025-04-11,Shipped
99,65,2026-03-01,Delivered
100,121,2025-07-16,Delivered
101,192,2024-07-04,Delivered
102,90,2024-12-28,Returned
103,167,2025-05-15,Delivered
104,200,2024-08-27,Delivered
105,194,2024-08-17,Delivered
106,64,2025-11-05,Returned
107,6,2026-03-13,Returned
108,62,2024-12-14,Returned
109,122,2025-01-25,Delivered
110,145,2025-06-28,Returned
111,120,2025-04-01,Cancelled
112,197,2025-06-26,Cancelled
113,43,2024-10-24,Delivered
114,200,2025-11-06,Returned
115,80,2024-10-24,Delivered
116,149,2025-09-02,Delivered
117,80,2024-06-29,Shipped
118,102,2024-08-07,Returned
119,20,2025-08-01,Returned
120,27,2025-12-02,Cancelled
121,176,2025-09-15,Delivered
122,145,2025-06-29,Delivered
123,89,2024-07-22,Shipped
124,170,2025-05-25,Cancelled
125,18,2025-11-28,Cancelled
126,4,2025-10-31,Shipped
127,126,2025-08-27,Delivered
128,111,2026-05-10,Cancelled
129,163,2026-01-17,Shipped
130,182,2025-11-14,Returned
131,112,2024-12-24,Returned
132,188,2025-04-11,Cancelled
133,158,2025-08-30,Shipped
134,120,2026-03-04,Shipped
135,188,2025-01-15,Cancelled
136,83,2024-12-02,Returned
137,23,2025-06-27,Cancelled
138,116,2025-08-04,Returned
139,193,2025-09-11,Shipped
140,146,2025-02-13,Shipped
141,87,2026-05-05,Delivered
142,127,2024-08-23,Cancelled
143,47,2025-09-04,Shipped
144,55,2025-07-26,Cancelled
145,67,2025-06-04,Cancelled
146,72,2025-06-22,Cancelled
147,143,2025-12-02,Delivered
148,133,2025-09-17,Returned
149,22,2025-06-05,Returned
150,185,2025-06-01,Shipped
151,126,2026-02-01,Returned
152,177,2024-10-01,Shipped
153,166,2026-04-01,Shipped
154,115,2025-08-31,Delivered
155,24,2024-11-11,Cancelled
156,57,2025-11-16,Shipped
157,178,2024-12-26,Returned
158,79,2024-10-12,Cancelled
159,122,2024-05-16,Cancelled
160,109,2024-08-14,Cancelled
161,91,2024-06-02,Shipped
162,70,2025-05-11,Cancelled
163,65,2025-09-12,Returned
164,31,2026-01-23,Returned
165,81,2024-08-14,Delivered
166,191,2025-12-08,Returned
167,50,2026-03-04,Returned
168,190,2024-10-23,Shipped
169,71,2026-01-26,Cancelled
170,26,2025-09-04,Returned
171,76,2025-04-02,Returned
172,93,2025-04-01,Returned
173,78,2024-06-19,Delivered
174,182,2025-01-29,Returned
175,71,2025-02-10,Delivered
176,14,2025-07-24,Cancelled
177,179,2026-01-31,Returned
178,164,2025-09-22,Shipped
179,27,2024-10-26,Delivered
180,147,2024-05-23,Cancelled
181,121,2025-09-24,Shipped
182,113,2024-10-18,Cancelled
183,48,2025-11-01,Delivered
184,65,2024-12-19,Shipped
185,30,2024-11-28,Delivered
186,103,2026-01-18,Shipped
187,19,2024-07-06,Delivered
188,39,2025-01-09,Returned
189,145,2025-01-03,Cancelled
190,22,2025-06-12,Returned
191,31,2025-07-16,Shipped
192,156,2025-01-21,Returned
193,199,2025-12-31,Shipped
194,116,2024-05-19,Shipped
195,77,2024-08-11,Shipped
196,79,2025-10-29,Delivered
197,157,2025-01-28,Delivered
198,196,2025-02-04,Returned
199,161,2025-03-18,Returned
200,68,2025-11-28,Delivered
201,41,2025-07-30,Returned
202,45,2025-09-05,Delivered
203,41,2024-06-06,Delivered
204,105,2026-02-20,Shipped
205,177,2024-09-28,Shipped
206,75,2024-10-12,Delivered
207,60,2025-01-26,Cancelled
208,181,2026-02-21,Cancelled
209,180,2025-02-01,Shipped
210,19,2026-05-01,Returned
211,68,2025-10-19,Returned
212,109,2025-05-22,Delivered
213,140,2026-04-26,Returned
214,166,2025-05-18,Returned
215,69,2026-01-24,Returned
216,19,2024-06-11,Delivered
217,43,2025-09-28,Cancelled
218,153,2024-08-28,Cancelled
219,113,2025-05-23,Delivered
220,120,2024-09-12,Cancelled
221,180,2025-09-14,Shipped
222,70,2025-05-07,Shipped
223,113,2026-04-07,Delivered
224,154,2026-03-18,Delivered
225,111,2025-07-06,Cancelled
226,155,2026-04-10,Cancelled
227,7,2025-01-30,Delivered
228,59,2025-05-09,Delivered
229,196,2026-01-13,Cancelled
230,148,2026-02-06,Delivered
231,196,2025-04-01,Returned
232,121,2026-05-05,Shipped
233,72,2025-12-12,Returned
234,150,2024-06-27,Shipped
235,163,2026-02-22,Shipped
236,24,2025-06-23,Shipped
237,90,2025-01-02,Shipped
238,86,2025-07-27,Cancelled
239,172,2025-11-29,Delivered
240,42,2025-10-23,Cancelled
241,106,2025-01-15,Shipped
242,74,2025-07-20,Shipped
243,195,2025-07-05,Delivered
244,117,2024-05-29,Delivered
245,81,2024-10-23,Cancelled
246,83,2025-08-06,Delivered
247,198,2025-10-29,Shipped
248,132,2025-01-27,Delivered
249,169,2026-01-26,Shipped
250,106,2026-04-26,Delivered
251,49,2026-04-04,Cancelled
252,160,2026-01-23,Shipped
253,161,2025-02-13,Shipped
254,195,2024-07-05,Delivered
255,53,2024-09-07,Cancelled
256,141,2024-12-18,Returned
257,74,2026-02-27,Shipped
258,179,2024-06-08,Shipped
259,32,2025-02-02,Delivered
260,162,2025-03-02,Returned
261,182,2025-09-13,Returned
262,80,2025-07-03,Delivered
263,142,2026-02-28,Shipped
264,24,2024-09-20,Returned
265,30,2025-08-01,Shipped
266,31,2025-08-28,Returned
267,128,2025-03-13,Cancelled
268,131,2024-10-07,Cancelled
269,107,2025-08-20,Shipped
270,121,2024-08-13,Returned
271,117,2026-03-17,Returned
272,99,2026-01-12,Returned
273,154,2025-12-19,Returned
274,18,2025-01-09,Cancelled
275,198,2025-11-13,Shipped
276,88,2026-03-12,Cancelled
277,1,2025-01-14,Cancelled
278,186,2025-11-17,Cancelled
279,151,2024-06-08,Shipped
280,39,2024-12-11,Shipped
281,138,2025-04-01,Shipped
282,89,2024-07-21,Cancelled
283,142,2025-06-05,Shipped
284,117,2026-03-27,Cancelled
285,49,2024-11-15,Returned
286,147,2025-02-27,Shipped
287,60,2025-05-01,Shipped
288,12,2026-02-18,Cancelled
289,191,2025-01-05,Shipped
290,181,2024-10-29,Shipped
291,99,2025-06-26,Returned
292,127,2025-01-04,Delivered
293,33,2024-09-27,Cancelled
294,26,2024-08-10,Shipped
295,26,2025-03-01,Shipped
296,4,2026-01-14,Returned
297,105,2024-06-13,Returned
298,20,2026-01-09,Shipped
299,68,2024-10-18,Cancelled
300,160,2026-04-24,Shipped
301,167,2024-07-25,Delivered
302,85,2025-04-24,Shipped
303,82,2025-06-12,Shipped
304,139,2024-06-03,Delivered
305,159,2026-01-25,Delivered
306,61,2025-05-24,Cancelled
307,59,2026-04-17,Delivered
308,112,2025-06-07,Delivered
309,195,2024-09-11,Delivered
310,114,2024-10-09,Returned
311,178,2025-02-03,Cancelled
312,8,2026-05-02,Delivered
313,84,2025-05-25,Delivered
314,76,2025-12-04,Cancelled
315,96,2026-03-24,Shipped
316,38,2025-06-25,Returned
317,136,2025-01-11,Shipped
318,145,2026-01-07,Returned
319,44,2025-01-24,Returned
320,21,2024-09-03,Shipped
321,159,2026-01-02,Returned
322,128,2026-03-23,Returned
323,60,2024-07-30,Shipped
324,164,2026-02-12,Cancelled
325,118,2026-05-13,Cancelled
326,171,2025-06-19,Delivered
327,120,2025-10-22,Cancelled
328,174,2024-08-26,Returned
329,19,2024-10-21,Shipped
330,89,2025-11-28,Cancelled
331,164,2024-06-12,Shipped
332,177,2025-05-06,Cancelled
333,117,2025-03-12,Cancelled
334,51,2025-11-20,Shipped
335,124,2026-03-17,Delivered
336,61,2025-06-24,Shipped
337,147,2024-08-12,Cancelled
338,148,2024-05-18,Cancelled
339,180,2025-01-11,Cancelled
340,6,2026-05-09,Shipped
341,71,2024-06-18,Delivered
342,145,2025-10-30,Delivered
343,156,2026-03-04,Shipped
344,74,2025-08-19,Returned
345,156,2026-03-23,Cancelled
346,57,2024-07-21,Returned
347,159,2025-01-28,Cancelled
348,174,2025-05-12,Returned
349,161,2026-04-05,Delivered
350,161,2024-06-19,Delivered
351,80,2024-08-03,Shipped
352,9,2025-06-23,Cancelled
353,188,2025-12-31,Returned
354,24,2025-10-08,Cancelled
355,84,2025-12-15,Shipped
356,45,2025-01-12,Returned
357,34,2024-06-01,Cancelled
358,136,2025-08-06,Cancelled
359,43,2025-12-25,Cancelled
360,124,2025-01-12,Cancelled
361,192,2025-09-23,Cancelled
362,30,2026-04-07,Shipped
363,20,2024-10-24,Returned
364,194,2025-01-19,Returned
365,174,2024-10-17,Shipped
366,143,2024-10-11,Cancelled
367,24,2024-12-23,Shipped
368,4,2024-12-15,Cancelled
369,138,2025-07-02,Delivered
370,117,2025-01-17,Cancelled
371,173,2026-01-05,Cancelled
372,150,2025-04-22,Shipped
373,164,2025-10-18,Cancelled
374,28,2024-08-14,Returned
375,121,2024-12-12,Delivered
376,159,2024-09-07,Cancelled
377,157,2024-09-14,Returned
378,166,2024-12-13,Delivered
379,163,2024-08-11,Shipped
380,180,2024-05-26,Cancelled
381,167,2025-09-10,Shipped
382,30,2025-07-23,Returned
383,12,2025-06-18,Delivered
384,78,2024-08-02,Shipped
385,30,2024-10-22,Delivered
386,61,2025-07-10,Returned
387,100,2025-02-11,Shipped
388,95,2025-07-15,Shipped
389,151,2025-01-17,Returned
390,107,2024-12-11,Delivered
391,126,2024-09-01,Shipped
392,72,2025-11-13,Delivered
393,177,2026-01-29,Cancelled
394,56,2024-12-21,Shipped
395,114,2025-08-03,Returned
396,93,2024-11-21,Delivered
397,176,2024-09-25,Cancelled
398,140,2024-07-09,Cancelled
399,16,2025-01-11,Shipped
400,71,2025-09-03,Returned
401,32,2026-04-08,Shipped
402,24,2025-02-02,Returned
403,165,2025-07-08,Delivered
404,13,2025-04-24,Cancelled
405,63,2024-06-23,Returned
406,145,2024-08-24,Returned
407,18,2024-06-06,Returned
408,151,2025-05-15,Returned
409,60,2026-04-16,Cancelled
410,199,2025-10-21,Returned
411,153,2024-06-23,Delivered
412,71,2024-08-05,Returned
413,34,2025-03-08,Cancelled
414,45,2024-06-25,Delivered
415,170,2024-07-20,Delivered
416,34,2025-04-11,Delivered
417,92,2025-03-15,Returned
418,151,2024-10-01,Cancelled
419,5,2025-11-13,Returned
420,68,2025-08-21,Delivered
421,33,2026-04-07,Shipped
422,135,2025-08-18,Delivered
423,191,2025-09-15,Delivered
424,122,2026-02-23,Shipped
425,200,2025-11-02,Cancelled
426,132,2025-11-09,Delivered
427,116,2025-04-26,Returned
428,158,2025-09-05,Delivered
429,187,2025-02-15,Cancelled
430,118,2025-01-12,Delivered
431,16,2025-01-28,Shipped
432,103,2026-02-08,Shipped
433,176,2024-10-15,Delivered
434,126,2025-11-19,Shipped
435,19,2025-12-25,Delivered
436,83,2025-10-18,Returned
437,17,2026-02-02,Returned
438,71,2025-07-03,Cancelled
439,98,2024-07-15,Cancelled
440,117,2026-05-01,Shipped
441,26,2025-12-23,Delivered
442,168,2025-12-29,Returned
443,111,2025-05-11,Shipped
444,59,2025-07-30,Shipped
445,87,2024-08-25,Shipped
446,103,2024-07-26,Shipped
447,187,2026-02-05,Delivered
448,81,2026-01-28,Shipped
449,81,2026-04-29,Cancelled
450,96,2025-11-08,Returned
451,176,2025-05-13,Shipped
452,18,2024-07-29,Delivered
453,22,2025-05-03,Delivered
454,111,2025-01-11,Delivered
455,191,2025-10-28,Cancelled
456,34,2025-09-27,Delivered
457,151,2025-11-17,Cancelled
458,172,2025-12-31,Delivered
459,106,2025-05-11,Cancelled
460,171,2025-05-15,Shipped
461,185,2024-11-10,Delivered
462,74,2024-11-04,Cancelled
463,91,2024-09-03,Delivered
464,148,2026-03-14,Returned
465,40,2026-04-10,Shipped
466,58,2025-09-06,Delivered
467,90,2024-12-01,Cancelled
468,30,2026-04-24,Cancelled
469,147,2025-02-21,Returned
470,110,2025-03-15,Delivered
471,156,2024-10-04,Cancelled
472,8,2025-11-09,Returned
473,70,2026-04-27,Cancelled
474,87,2025-10-13,Cancelled
475,2,2025-01-26,Returned
476,37,2026-01-17,Shipped
477,18,2026-03-14,Returned
478,190,2026-03-31,Delivered
479,24,2025-01-22,Returned
480,97,2025-05-02,Shipped
481,117,2025-05-28,Cancelled
482,41,2024-06-07,Cancelled
483,80,2024-07-04,Cancelled
484,199,2025-05-19,Delivered
485,14,2024-08-10,Returned
486,41,2025-02-11,Delivered
487,173,2025-05-21,Delivered
488,70,2025-05-08,Shipped
489,170,2026-03-02,Shipped
490,125,2024-09-24,Shipped
491,107,2024-12-20,Cancelled
492,56,2026-01-01,Delivered
493,89,2025-02-09,Shipped
494,29,2025-08-27,Cancelled
495,174,2025-08-04,Shipped
496,135,2024-08-21,Cancelled
497,12,2025-06-13,Returned
498,102,2024-08-02,Delivered
499,2,2025-03-26,Returned
500,78,2026-02-09,Returned
501,197,2025-11-20,Returned
502,196,2026-01-23,Cancelled
503,75,2024-08-06,Cancelled
504,31,2025-01-23,Delivered
505,128,2025-07-20,Shipped
506,45,2025-10-01,Returned
507,98,2024-07-09,Returned
508,129,2026-01-20,Cancelled
509,19,2025-01-04,Shipped
510,190,2025-07-02,Delivered
511,112,2025-05-08,Delivered
512,118,2025-03-22,Delivered
513,81,2025-08-16,Shipped
514,147,2025-04-01,Shipped
515,182,2024-11-16,Shipped
516,75,2025-09-09,Delivered
517,104,2024-11-20,Delivered
518,84,2025-07-14,Returned
519,159,2024-09-15,Shipped
520,177,2025-05-24,Cancelled
521,23,2025-03-09,Shipped
522,28,2024-07-05,Returned
523,112,2025-02-03,Shipped
524,135,2024-10-23,Delivered
525,102,2026-02-06,Cancelled
526,191,2025-11-05,Cancelled
527,57,2025-08-17,Cancelled
528,200,2025-04-14,Returned
529,20,2026-01-14,Delivered
530,136,2025-04-18,Returned
531,199,2025-07-29,Cancelled
532,90,2026-01-16,Returned
533,61,2025-02-04,Delivered
534,38,2025-07-11,Cancelled
535,51,2025-11-05,Returned
536,155,2024-11-14,Returned
537,195,2024-09-26,Delivered
538,46,2025-10-11,Shipped
539,119,2025-10-17,Shipped
540,175,2024-07-14,Cancelled
541,161,2025-12-10,Cancelled
542,39,2026-05-08,Shipped
543,18,2025-11-18,Shipped
544,114,2025-08-03,Cancelled
545,71,2026-02-23,Delivered
546,91,2025-05-27,Delivered
547,80,2024-08-11,Shipped
548,116,2025-08-17,Delivered
549,15,2025-08-20,Cancelled
550,74,2025-05-09,Delivered
551,166,2025-01-22,Delivered
552,158,2025-07-20,Shipped
553,119,2024-07-29,Delivered
554,116,2026-02-12,Returned
555,83,2025-04-25,Shipped
556,129,2024-09-28,Returned
557,16,2025-01-09,Shipped
558,27,2025-03-26,Cancelled
559,183,2024-07-08,Delivered
560,130,2025-08-22,Returned
561,11,2024-08-07,Returned
562,182,2025-10-29,Shipped
563,113,2026-02-06,Returned
564,94,2025-08-21,Cancelled
565,73,2026-01-04,Shipped
566,105,2026-02-10,Cancelled
567,174,2025-03-05,Delivered
568,162,2025-01-24,Cancelled
569,17,2025-06-02,Cancelled
570,25,2025-09-27,Shipped
571,73,2025-10-09,Cancelled
572,186,2024-07-01,Returned
573,86,2024-07-24,Delivered
574,150,2024-10-31,Returned
575,90,2026-02-08,Cancelled
576,168,2024-08-30,Shipped
577,34,2026-04-04,Delivered
578,80,2025-08-09,Shipped
579,165,2026-04-16,Cancelled
580,33,2025-12-22,Delivered
581,166,2025-09-21,Shipped
582,131,2026-02-03,Cancelled
583,5,2024-05-15,Cancelled
584,80,2025-12-24,Returned
585,55,2024-09-05,Cancelled
586,197,2025-10-10,Shipped
587,50,2024-09-07,Returned
588,36,2025-05-01,Returned
589,20,2025-07-01,Cancelled
590,26,2024-12-27,Delivered
591,170,2025-03-13,Cancelled
592,197,2025-09-05,Returned
593,153,2025-08-06,Shipped
594,40,2025-04-27,Returned
595,47,2024-10-13,Returned
596,185,2024-10-21,Shipped
597,12,2025-10-26,Shipped
598,94,2026-03-27,Returned
599,114,2025-01-15,Cancelled
600,193,2025-01-02,Shipped
601,60,2025-07-31,Returned
602,80,2026-01-21,Shipped
603,50,2026-04-24,Cancelled
604,174,2025-10-24,Shipped
605,119,2025-01-06,Cancelled
606,200,2026-04-28,Shipped
607,129,2026-05-12,Shipped
608,42,2025-04-17,Returned
609,155,2025-11-23,Returned
610,65,2026-04-25,Delivered
611,165,2025-02-06,Shipped
612,96,2024-07-23,Delivered
613,183,2025-08-10,Delivered
614,73,2024-05-21,Delivered
615,196,2025-09-01,Returned
616,70,2025-06-15,Shipped
617,132,2025-03-24,Returned
618,112,2026-03-04,Delivered
619,57,2024-08-22,Shipped
620,90,2026-03-08,Delivered
621,107,2024-12-29,Delivered
622,102,2024-07-02,Cancelled
623,61,2025-02-25,Shipped
624,21,2026-04-14,Cancelled
625,58,2025-07-15,Delivered
626,82,2024-06-25,Delivered
627,183,2024-05-15,Cancelled
628,38,2025-11-12,Returned
629,10,2025-07-23,Cancelled
630,121,2026-02-11,Returned
631,195,2025-02-18,Shipped
632,115,2024-08-08,Delivered
633,21,2026-03-14,Delivered
634,66,2024-12-20,Returned
635,39,2026-03-18,Shipped
636,29,2024-06-08,Cancelled
637,61,2024-11-13,Cancelled
638,32,2025-04-15,Delivered
639,62,2025-11-11,Shipped
640,164,2025-08-16,Shipped
641,17,2025-03-17,Delivered
642,128,2025-09-12,Delivered
643,162,2025-01-17,Returned
644,184,2025-11-18,Returned
645,75,2025-03-08,Shipped
646,1,2025-03-26,Cancelled
647,62,2025-03-07,Shipped
648,48,2025-04-18,Delivered
649,135,2025-07-12,Cancelled
650,18,2024-10-26,Delivered
651,100,2025-10-11,Shipped
652,12,2024-09-26,Shipped
653,96,2025-05-18,Cancelled
654,192,2024-08-31,Delivered
655,92,2024-10-08,Delivered
656,89,2025-07-20,Returned
657,188,2025-03-09,Delivered
658,198,2026-03-01,Cancelled
659,35,2026-05-03,Delivered
660,91,2025-02-18,Cancelled
661,165,2026-02-26,Returned
662,200,2025-04-04,Shipped
663,179,2024-09-11,Shipped
664,162,2024-12-25,Returned
665,35,2026-03-23,Delivered
666,184,2025-10-17,Shipped
667,10,2024-08-20,Cancelled
668,52,2024-08-27,Delivered
669,52,2024-05-24,Delivered
670,81,2024-07-09,Cancelled
671,132,2025-09-30,Shipped
672,140,2024-05-27,Shipped
673,65,2024-09-03,Delivered
674,193,2025-11-26,Returned
675,74,2026-04-02,Cancelled
676,200,2025-05-28,Delivered
677,168,2025-10-08,Cancelled
678,70,2025-04-19,Delivered
679,95,2024-08-28,Shipped
680,103,2024-07-19,Shipped
681,99,2024-08-29,Cancelled
682,48,2025-09-25,Shipped
683,178,2026-01-30,Shipped
684,95,2025-04-03,Cancelled
685,22,2026-03-14,Shipped
686,21,2025-05-04,Shipped
687,155,2026-04-09,Returned
688,140,2026-01-17,Cancelled
689,83,2025-11-06,Delivered
690,21,2025-08-27,Cancelled
691,170,2026-05-07,Cancelled
692,79,2025-04-10,Shipped
693,155,2025-09-11,Shipped
694,43,2024-10-01,Shipped
695,90,2025-05-02,Shipped
696,11,2025-06-14,Cancelled
697,158,2025-04-09,Shipped
698,71,2025-07-17,Delivered
699,20,2026-02-10,Shipped
700,94,2025-04-29,Returned
701,8,2025-03-09,Returned
702,156,2025-02-14,Shipped
703,9,2024-11-06,Returned
704,18,2024-10-06,Returned
705,200,2025-04-09,Cancelled
706,93,2025-08-27,Shipped
707,146,2024-05-20,Delivered
708,155,2025-08-06,Returned
709,174,2025-06-05,Shipped
710,95,2026-03-03,Cancelled
711,114,2025-12-03,Delivered
712,147,2024-11-14,Returned
713,136,2025-11-19,Cancelled
714,102,2025-06-08,Cancelled
715,167,2024-12-10,Cancelled
716,64,2025-03-30,Delivered
717,7,2026-05-04,Returned
718,128,2025-07-13,Shipped
719,144,2025-08-05,Delivered
720,68,2025-02-24,Cancelled
721,181,2024-06-09,Shipped
722,55,2024-06-13,Cancelled
723,178,2025-07-30,Shipped
724,52,2025-05-25,Delivered
725,35,2025-11-13,Delivered
726,116,2025-02-25,Returned
727,183,2024-08-10,Shipped
728,23,2025-08-08,Cancelled
729,171,2025-05-24,Cancelled
730,182,2025-11-02,Delivered
731,141,2024-07-16,Cancelled
732,77,2024-09-02,Returned
733,183,2025-12-03,Returned
734,93,2025-12-04,Returned
735,32,2025-06-27,Returned
736,36,2026-03-13,Returned
737,127,2025-12-18,Delivered
738,93,2026-01-09,Cancelled
739,120,2024-12-18,Returned
740,157,2025-05-11,Delivered
741,17,2025-06-20,Cancelled
742,102,2024-07-14,Shipped
743,135,2025-06-25,Shipped
744,197,2026-04-06,Shipped
745,148,2025-08-31,Delivered
746,33,2024-07-22,Cancelled
747,165,2024-11-21,Delivered
748,116,2025-05-16,Shipped
749,175,2025-09-16,Cancelled
750,33,2025-12-12,Returned
751,197,2025-10-12,Returned
752,111,2025-10-16,Delivered
753,32,2024-07-14,Returned
754,78,2025-10-28,Returned
755,42,2025-09-19,Cancelled
756,182,2025-07-07,Returned
757,89,2026-01-24,Cancelled
758,21,2025-08-08,Cancelled
759,51,2025-01-12,Cancelled
760,33,2025-09-03,Cancelled
761,158,2024-06-24,Delivered
762,129,2026-04-16,Returned
763,152,2025-02-05,Returned
764,44,2025-07-04,Cancelled
765,145,2026-01-09,Delivered
766,8,2024-05-23,Delivered
767,12,2025-05-14,Cancelled
768,167,2025-05-02,Returned
769,197,2025-06-17,Shipped
770,159,2026-04-18,Delivered
771,128,2025-05-14,Cancelled
772,165,2025-08-03,Cancelled
773,124,2025-12-05,Returned
774,176,2025-01-27,Shipped
775,77,2025-04-07,Shipped
776,19,2025-02-13,Delivered
777,41,2026-01-24,Shipped
778,107,2024-12-29,Shipped
779,119,2024-12-25,Returned
780,88,2024-09-22,Returned
781,81,2024-06-11,Cancelled
782,188,2025-11-05,Cancelled
783,103,2026-05-01,Returned
784,195,2025-08-22,Cancelled
785,132,2025-12-18,Delivered
786,82,2025-01-06,Returned
787,120,2025-11-30,Delivered
788,69,2026-01-14,Shipped
789,64,2025-07-26,Returned
790,25,2024-12-03,Delivered
791,75,2024-07-01,Shipped
792,158,2025-09-15,Shipped
793,64,2025-05-17,Returned
794,84,2025-08-07,Cancelled
795,49,2024-09-23,Returned
796,128,2025-08-02,Shipped
797,128,2024-06-24,Cancelled
798,128,2025-10-06,Delivered
799,24,2024-12-27,Shipped
800,130,2026-02-02,Shipped
801,62,2025-12-08,Returned
802,150,2025-09-11,Cancelled
803,13,2024-06-05,Delivered
804,73,2024-12-23,Shipped
805,153,2025-05-26,Shipped
806,74,2024-07-18,Delivered
807,28,2024-08-21,Shipped
808,35,2025-06-11,Cancelled
809,187,2024-07-13,Cancelled
810,196,2026-03-07,Shipped
811,94,2026-01-13,Delivered
812,103,2024-12-16,Delivered
813,146,2024-11-26,Returned
814,93,2024-08-25,Cancelled
815,19,2025-09-05,Shipped
816,130,2024-12-19,Shipped
817,196,2024-12-14,Cancelled
818,160,2026-03-12,Delivered
819,33,2024-11-30,Delivered
820,101,2024-05-26,Cancelled
821,87,2025-12-11,Cancelled
822,194,2024-08-09,Returned
823,51,2025-08-27,Shipped
824,129,2024-09-27,Delivered
825,12,2026-04-21,Delivered
826,36,2025-08-17,Cancelled
827,122,2025-12-09,Shipped
828,39,2024-09-09,Returned
829,84,2025-10-08,Cancelled
830,42,2025-04-26,Shipped
831,158,2025-02-26,Cancelled
832,152,2026-02-01,Cancelled
833,130,2024-09-28,Shipped
834,182,2024-12-03,Cancelled
835,122,2026-01-12,Delivered
836,95,2025-11-10,Cancelled
837,173,2024-11-14,Delivered
838,107,2025-05-26,Cancelled
839,186,2024-10-02,Delivered
840,153,2026-01-25,Shipped
841,68,2025-06-28,Returned
842,185,2026-03-15,Delivered
843,150,2024-06-09,Shipped
844,44,2025-02-05,Shipped
845,38,2024-07-19,Returned
846,9,2024-09-04,Delivered
847,49,2025-08-20,Delivered
848,113,2026-05-10,Cancelled
849,108,2026-02-12,Returned
850,106,2024-09-11,Returned
851,106,2026-02-24,Shipped
852,189,2025-06-04,Delivered
853,181,2025-12-20,Returned
854,133,2025-03-31,Returned
855,144,2026-01-03,Cancelled
856,170,2025-03-08,Shipped
857,135,2024-11-15,Shipped
858,81,2025-10-10,Returned
859,118,2025-04-21,Cancelled
860,140,2025-11-29,Cancelled
861,174,2025-09-22,Cancelled
862,157,2024-09-21,Shipped
863,50,2024-10-25,Returned
864,72,2025-08-06,Cancelled
865,58,2025-12-06,Cancelled
866,198,2026-02-27,Cancelled
867,181,2025-02-07,Returned
868,177,2024-06-26,Shipped
869,82,2025-09-25,Shipped
870,90,2024-12-06,Cancelled
871,74,2025-12-22,Delivered
